Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-064150,2019-12,12/26/2019 20:23,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3503,BAMBERGER AVE,15, , ,3503,BAMBERGER,892167.1,1005372
19-064153,2019-12,12/26/2019 20:30, , , ,-1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3935,MCREE AVE,28, , ,3935,MCREE,892736.7,1014325
19-064153,2019-12,12/26/2019 20:30,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3935,MCREE AVE,28, , ,3935,MCREE,892736.7,1014325
19-064229,2019-12,12/26/2019 20:30,Y, , ,1, , 38421,6,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,0,ADELAIDE AVE / W FLORISSANT AV,68, , , , ,900102.5,1034716
19-064211,2019-12,12/26/2019 21:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
19-064165,2019-12,12/26/2019 21:40,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5439,LOUGHBOROUGH AVE,6, ,RESIDENCE,5439,LOUGHBOROUGH,879452.3,997971.1
19-064155,2019-12,12/26/2019 21:48,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2659,OREGON AVE,24, , ,2609,OREGON,897586.8,1009217
19-064197,2019-12,12/26/2019 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1300,CONVENTION PZ,36, , ,1300,CONVENTION,906779.9,1019635
19-064166,2019-12,12/26/2019 22:00,Y, , ,1, , 51222,2,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,5563,FYLER AVE,14, , ,5563,FYLER,881987.8,1007875
19-064160,2019-12,12/26/2019 22:28,Y, , ,1, ,112011,3,ATTEMPT FRAUD,1530,LAFAYETTE AVE,33, , ,1530,LAFAYETTE,903270.1,1012207
19-064161,2019-12,12/26/2019 22:44,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4117,MAFFITT AVE,57, ,APT 1,4117,MAFFITT,896615.5,1029217
19-064163,2019-12,12/26/2019 22:51,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,ILLINOIS AVE / OSAGE ST,18, , , , ,899104.1,1001039
19-064195,2019-12,12/26/2019 23:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,3535,CLARENCE AVE,56, , ,3535,CLARENCE,895617.9,1032155
19-064853,2019-12,12/26/2019 23:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,2701,N TAYLOR AVE,56, , ,2701,TAYLOR,893259.5,1030590
19-064311,2019-12,12/26/2019 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4226,W SAN FRANCISCO AVE,68, , ,4226,SAN FRANCISCO,896310.1,1032953
19-064159,2019-12,12/26/2019 23:00,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,710,RUSSELL BLVD,20, , ,710,RUSSELL,905000.3,1009683
19-064171,2019-12,12/26/2019 23:25,Y, , ,1, , 41021,2,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4924,BOTANICAL AVE,13, , ,4924,BOTANICAL,886215.7,1011457
19-064168,2019-12,12/26/2019 23:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1802,WASHINGTON AVE,36, , ,1802,WASHINGTON,904363.6,1019555
19-064169,2019-12,12/26/2019 23:44,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,W FLORISSANT AVE / PARTRIDGE A,72, , , , ,891994.3,1045885
19-064646,2019-12,12/27/2016 16:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4084,BINGHAM AVE,16, , ,4084,BINGHAM,889254.3,1002088
19-064236,2019-12,12/27/2019 00:01,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4633,WILCOX AVE,5, , ,4633,WILCOX,884785.1,1001023
19-064173,2019-12,12/27/2019 00:40,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,6633,VIRGINIA AVE,1, , ,6632,VIRGINIA,890411.1,991638.3
19-064303,2019-12,12/27/2019 00:42,Y, , ,1, , 95100,4,"STALKING (HARASSMENT ONLY, NO THREAT)",1411,PENROSE ST,65, , ,1411,PENROSE,905127.8,1031822
19-064724,2019-12,12/27/2019 01:00,Y, , ,1, , 31421,2,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5203,CHIPPEWA ST,14,PADDA INSTITUTE CENTER FOR PAIN MAN, ,5050,HIGHLAND,883304.8,1004438
19-064243,2019-12,12/27/2019 02:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1908,E OBEAR AVE,66, , ,1908,OBEAR,903310.8,1033468
19-064188,2019-12,12/27/2019 02:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3924,WALSH ST,5, , ,3924,WALSH,888860,998396.6
19-064178,2019-12,12/27/2019 02:10,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3800,HUMPHREY ST,15, , ,4053,WINNEBAGO,892517.3,1006818
19-064179,2019-12,12/27/2019 03:00,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4011,GRAVOIS AVE,15, , ,4011,GRAVOIS,890620.7,1004039
19-064822,2019-12,12/27/2019 03:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4,GIBSON AVE,39, , ,4,GIBSON,889791.4,1017790
19-064182,2019-12,12/27/2019 03:00,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3854,FOLSOM AVE,29, , , , ,893275,1014887
19-064288,2019-12,12/27/2019 06:00,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3702,POTOMAC ST,15, , ,3702,POTOMAC,892640.6,1005207
19-064183,2019-12,12/27/2019 06:05,Y, , ,1, , 32111,3,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,2216,CHARLESS ST,23, , ,2216,CHARLESS,899827.1,1009799
19-064402,2019-12,12/27/2019 06:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,430,S 15TH ST,36,GREYHOUND,@GREYHOUND,430,15TH,904845.8,1016613
19-064191,2019-12,12/27/2019 07:20,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3649,WISCONSIN AVE,18, , ,3649,WISCONSIN,899612.4,1002969
19-064198,2019-12,12/27/2019 07:45,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",236,BELLERIVE BLVD,1, , ,236,BELLERIVE,893498.1,993552.2
19-064643,2019-12,12/27/2019 08:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,631,LOUGHBOROUGH AVE,1, , ,631,LOUGHBOROUGH,889571.4,991414.1
19-064192,2019-12,12/27/2019 08:00,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3142,CALIFORNIA AVE,30, , ,3146,CALIFORNIA,897746.9,1006937
19-064205,2019-12,12/27/2019 08:06,Y, , ,1, , 43015,5,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3607,HAMILTON AVE,50, ,@HOTEL- VEGAS INN, , ,884714.6,1038923
19-064208,2019-12,12/27/2019 08:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5822,MCARTHUR AVE,70, , ,5822,MCARTHUR,885467.1,1039461
19-064203,2019-12,12/27/2019 08:57,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,S 39TH ST / SHENANDOAH AVE,27, , , , ,892819.7,1011131
19-064258,2019-12,12/27/2019 09:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3004,CHEROKEE ST,19, , ,3004,CHEROKEE,896305.1,1005264
19-064209,2019-12,12/27/2019 09:18,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1727,LOCUST ST,36, , ,1727,LOCUST,904546.6,1019310
19-064382,2019-12,12/27/2019 09:55,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1210,LOCUST ST,36, , ,1210,LOCUST,906389.8,1018559
19-064217,2019-12,12/27/2019 10:00,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4220,S 38TH ST,16, ,EST 4250 S 38TH ST CITY, , ,892345.9,1001162
20-000324,2019-12,12/27/2019 10:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4949, ,887396.8,1020150
19-064218,2019-12,12/27/2019 10:10,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5801,WABADA AVE,50, , ,5801,WABADA,883781.6,1034886
19-064220,2019-12,12/27/2019 10:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1315,S 7TH ST,34, ,@ CLEAN UNIFORM,1315,7TH,906520.1,1012454
19-064216,2019-12,12/27/2019 10:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,RIVERVIEW BLVD / RIVERVIEW DR,74, , , , ,897816.4,1053556
19-064227,2019-12,12/27/2019 11:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2716,WYOMING ST,30, ,STREET,2716,WYOMING,898021.4,1006329
19-064223,2019-12,12/27/2019 11:16,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3520,PAGE BLVD,77, , ,3520,PAGE,898137.4,1024119
19-064221,2019-12,12/27/2019 11:22,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,919,N JEFFERSON AVE,59,UNION STATION PARKING LOT,PARKING LOT,919,JEFFERSON,902219.7,1021301
19-064224,2019-12,12/27/2019 11:26,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1139,ANGELICA ST,65, , ,1139,ANGELICA,905345.6,1031559
20-000453,2019-12,12/27/2019 12:00,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,705,OLIVE ST,35,HOTEL SAINT LOUIS, ,705,OLIVE,908328.4,1017870
19-064254,2019-12,12/27/2019 12:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3709,OHIO AVE,19, , ,3709,OHIO,897596.9,1003007
19-064234,2019-12,12/27/2019 12:22,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,MARCUS AVE / NATURAL BRIDGE AV,56, , , , ,893235.9,1034032
19-064241,2019-12,12/27/2019 12:39,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,S TUCKER BLVD,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
19-064244,2019-12,12/27/2019 12:44,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",999,N 2ND ST,35,HOTEL LUMIÈRE, ,1200,2ND,910439.8,1019433
19-064239,2019-12,12/27/2019 12:54,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1000,N 19TH ST,61,GATEWAY 180 FAMILY SHELTER, ,1000,19TH,904464.4,1021061
19-064413,2019-12,12/27/2019 12:59,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BEACON AVE / W FLORISSANT AVE,72, , , , ,893564.3,1043593
19-064253,2019-12,12/27/2019 13:20,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,MIAMI ST / MINNESOTA AVE,19, , , , ,895931.8,1004178
19-064256,2019-12,12/27/2019 13:39,Y, , ,1, , 34111,2,ROBBERY-CONVEN STOR/FIREARM USED/SUCCESS,3150,GUSTINE AVE,15, ,@GUSTINE MARKET,3150,GUSTINE,891784.3,1008138
19-064252,2019-12,12/27/2019 13:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,EXIT 245B / RAMP,79, ,EST 4519 W FLORISSANT AVE CITY, , ,898126.2,1037570
19-064261,2019-12,12/27/2019 14:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3500,MAGNOLIA AVE,25, , ,3500,MAGNOLIA,894660.1,1009520
19-064769,2019-12,12/27/2019 14:34,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7844,RIO TINTO PL,1, ,APT G,7844,RIO TINTO,886223.6,989729.1
19-064275,2019-12,12/27/2019 14:50,Y, , ,1, , 91124,1,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",7410,VIRGINIA AVE,2, , ,7410,VIRGINIA,888783.4,989534.6
19-064652,2019-12,12/27/2019 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,S 4TH ST,35,MILLENIUM HOTEL, ,200,4TH,909014.1,1015761
19-064525,2019-12,12/27/2019 15:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",4124,N 1ST ST,64, , , , ,906883.6,1032427
20-000125,2019-12,12/27/2019 15:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3665,FILLMORE ST,3, , ,3665,FILLMORE,889095.6,995178.4
19-064295,2019-12,12/27/2019 15:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2650,UTAH ST,30, ,PARKED IN STREET,2647,UTAH,898554.5,1005801
19-064265,2019-12,12/27/2019 15:02,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,601,S VANDEVENTER AVE,39, , ,601,VANDEVENTER,893089.7,1018770
19-064642,2019-12,12/27/2019 15:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,LILLY AVE / SHAW AVE,12, , , , ,883336.6,1014157
19-064289,2019-12,12/27/2019 15:30,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,W FLORISSANT AVE / I 70 WESTBO,69, , , , ,897826.8,1037741
19-064874,2019-12,12/27/2019 15:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5400,N BROADWAY,79, , ,5400,BROADWAY,902932.7,1036678
19-064262,2019-12,12/27/2019 15:30,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4457,LEE AVE,69, , ,4457,LEE,895955.5,1034932
19-064269,2019-12,12/27/2019 15:38,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
19-064671,2019-12,12/27/2019 16:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4851,COTE BRILLIANTE AVE,55, , ,4851,COTE BRILLIANTE,889443.8,1030561
19-064280,2019-12,12/27/2019 16:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,415,DE BALIVIERE AVE,46, ,@BUSEY BANK,415,DE BALIVIERE,881590.3,1025548
19-064290,2019-12,12/27/2019 16:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",209,WALNUT ST,35, , ,209,WALNUT,909922.1,1016467
19-064709,2019-12,12/27/2019 16:28,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3716,FAIR AVE,83, , ,3716,FAIR,897646.9,1031686
19-064279,2019-12,12/27/2019 16:35,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / JAMIESON AVE,8, , , , ,874769.4,1003366
19-064286,2019-12,12/27/2019 16:39,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,203,EICHELBERGER ST,17, , ,203,EICHELBERGER,894219,994771.6
19-064286,2019-12,12/27/2019 16:39,Y, , ,1, , 41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,203,EICHELBERGER ST,17, , ,203,EICHELBERGER,894219,994771.6
19-064281,2019-12,12/27/2019 16:55,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3819,SULPHUR AVE,14, , , , ,879733.3,1005297
19-064389,2019-12,12/27/2019 17:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",0,CHIPPEWA ST / LOUISIANA AVE,16, , ,3400,CHIPPEWA,894430.6,1003076
19-064423,2019-12,12/27/2019 17:00,Y, , ,1, , 73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,4926,QUINCY ST,6, , ,4926,QUINCY,881158.2,996355.6
19-064284,2019-12,12/27/2019 17:02,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,GERALDINE AVE / NATURAL BRIDGE,52, , , , ,889832.9,1035910
20-000304,2019-12,12/27/2019 17:15,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,3702,S KINGSHIGHWAY BLVD,69,GAMESTOP, ,3702,KINGSHIGHWAY,885297.1,1004818
19-064862,2019-12,12/27/2019 17:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3325,OLIVE ST,37, , ,3325,OLIVE,898228,1020543
19-064299,2019-12,12/27/2019 17:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4050,ST FERDINAND AVE,56, , ,4050,ST FERDINAND,896325.7,1027811
19-064291,2019-12,12/27/2019 17:39,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, ,STREET/SIDEWALK, , ,910117.3,1019851
19-064301,2019-12,12/27/2019 17:46,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,0,MAFFITT AVE / N VANDEVENTER AV,59, , , , ,898085.5,1028305
19-064377,2019-12,12/27/2019 18:00,Y, , ,1, , 52322,5,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,5384,ST LOUIS AVE,50,SHIP ON BOARD WORSHIP CENTER, ,5384,ST LOUIS,887465.6,1034822
19-064722,2019-12,12/27/2019 18:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4038,PHILLIPS AVE,15, , ,4038,PHILLIPS,889962.2,1003857
19-064305,2019-12,12/27/2019 18:04,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S 18TH ST / CLARK AVE,36, , , , ,903906.1,1017271
19-064316,2019-12,12/27/2019 18:40,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3939,FOLSOM AVE,28, , ,3939,FOLSOM,892789.1,1014983
19-064386,2019-12,12/27/2019 19:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2716,CHEROKEE ST,19, ,REAR PARKING LOT,2716,CHEROKEE,897890.3,1005012
19-064313,2019-12,12/27/2019 19:05,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1039,ART HILL PL,42, , ,1039,ART HILL,879126.7,1018451
19-064450,2019-12,12/27/2019 19:30,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",2510,SLATTERY ST,59, , ,2510,SLATTERY,900592,1025894
19-064524,2019-12,12/27/2019 20:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5752,MAPLE AVE,48, , ,5752,MAPLE,881465.4,1029472
19-064320,2019-12,12/27/2019 20:03,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1199,RIVERVIEW BLVD,74, , ,1199,RIVERVIEW,894567,1052209
19-064325,2019-12,12/27/2019 20:15,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2753,CHEROKEE ST,19, ,@ EL TORITO,2753,CHEROKEE,897486,1005272
19-064328,2019-12,12/27/2019 20:25,Y, , ,1, , 92000,6,SIMPLE ASSAULT-HARRASSMENT,5722,ASTRA AVE,73, , ,5722,ASTRA,891641.8,1046720
19-064730,2019-12,12/27/2019 20:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,CHOUTEAU AVE / S SARAH ST,39, , , , ,891570.9,1017693
19-064446,2019-12,12/27/2019 20:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",814,RUSSELL AVE,21, , , , ,904511.9,1009671
19-064446,2019-12,12/27/2019 20:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",814,RUSSELL AVE,21, , , , ,904511.9,1009671
19-064327,2019-12,12/27/2019 20:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1406,N 16TH ST,61, , ,1406,16TH,906237.2,1022347
19-064360,2019-12,12/27/2019 21:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5413,BARTMER AVE,48, , ,5413,BARTMER,884490.3,1029727
19-064406,2019-12,12/27/2019 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,400,S KINGSHIGHWAY BLVD,38, ,@HOSPITAL - CHILDRENS,400,KINGSHIGHWAY,887074.8,1020998
19-064329,2019-12,12/27/2019 21:15,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4923,SUBURBAN TRACKS ST,53, , ,4923,SUBURBAN TRACKS,888474.1,1027251
19-064331,2019-12,12/27/2019 21:20,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3941,DUNNICA AVE,16, , ,3941,DUNNICA,890675.6,1003244
19-064330,2019-12,12/27/2019 21:29,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3754,S SPRING AVE,15, , ,3754,SPRING,892243.4,1003623
19-064371,2019-12,12/27/2019 21:30,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,4536,SHENANDOAH AVE,13, , ,4536,SHENANDOAH,887639.9,1011767
19-064344,2019-12,12/27/2019 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5138,SAINT LOUIS AVE,52, ,NORTH SIDE OF THE STREET, , ,889203.9,1033910
19-064344,2019-12,12/27/2019 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5138,SAINT LOUIS AVE,52, ,NORTH SIDE OF THE STREET, , ,889203.9,1033910
19-064344,2019-12,12/27/2019 21:45,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5138,SAINT LOUIS AVE,52, ,NORTH SIDE OF THE STREET, , ,889203.9,1033910
19-064344,2019-12,12/27/2019 21:45,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5138,SAINT LOUIS AVE,52, ,NORTH SIDE OF THE STREET, , ,889203.9,1033910
19-064332,2019-12,12/27/2019 21:47,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / N S,58, , , , ,895465.4,1026650
19-064440,2019-12,12/27/2019 22:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1184,RIVERVIEW BLVD,74, , ,1184,RIVERVIEW,894652.4,1051932
19-064367,2019-12,12/27/2019 22:00,Y, , ,1, , 51321,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED,1454,CASTLE LN,33, , ,1454,CASTLE,904092.8,1014542
19-064333,2019-12,12/27/2019 22:12,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4054,BLAINE AVE,28, , ,4054,BLAINE,891807.9,1014576
19-064337,2019-12,12/27/2019 22:20,Y, , ,1, , 83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,4623,ADKINS AVE,5, , ,4623,ADKINS,888069.3,1001017
19-064339,2019-12,12/27/2019 22:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4933,CHIPPEWA ST,7, , , , ,884578.1,1004310
19-064338,2019-12,12/27/2019 22:35,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5050,GRAVOIS AVE,5, , , , ,886643.3,1000418
19-064343,2019-12,12/27/2019 22:45,Y, , ,1, , 42011,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4804,BESSIE AVE,69, , ,4804,BESSIE,893940.1,1036501
19-064334,2019-12,12/27/2019 22:45,Y, , ,1, , 38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4700,BIRCHER BLVD,69,BP GAS STATION, , , ,895152.2,1037234
19-064353,2019-12,12/27/2019 23:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,CHOUTEAU AVE / S SARAH ST,39, , , , ,891570.9,1017693
19-064375,2019-12,12/27/2019 23:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",245,UNION BLVD,47, , ,245,UNION,884322.6,1024279
19-064379,2019-12,12/27/2019 23:15,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1459,COCHRAN PL,61, , ,1459,COCHRAN,906762.9,1022299
19-064340,2019-12,12/27/2019 23:18,Y, , ,1, , 38111,1,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4308,NEBRASKA AVE,17, , ,4308,NEBRASKA,895854.1,999271.8
19-064433,2019-12,12/27/2019 23:20,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1042,S 39TH ST,29, , ,407,EUCLID,893875.4,1017264
19-064341,2019-12,12/27/2019 23:20,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2037,ANN AVE,23, ,APT A,2037,ANN,901191,1010671
19-064350,2019-12,12/27/2019 23:30,Y, , ,1, ,175400,4,SEX OFFNS-SX MISCONDUCT/SECOND,1800,OFALLON ST,61, , ,1800,OFALLON,0,0
19-064355,2019-12,12/27/2019 23:40,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",0,CHEROKEE ST / S JEFFERSON AVE,18, , , , ,898769.5,1005097
