Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-058385,2019-11,11/20/2019 21:56,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4621,PENNSYLVANIA AVE,17, , ,4620,PENNSYLVANIA,895013.1,997294.6
19-058393,2019-11,11/20/2019 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4727,LEDUC ST,55, ,REAR,4727,LEDUC,890888.9,1030477
19-058577,2019-11,11/20/2019 22:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1422,MENARD ST,34, , ,1422,MENARD,905263.6,1012410
19-058384,2019-11,11/20/2019 22:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5610,ENRIGHT AVE,48, ,APT 207,5610,ENRIGHT,882444.8,1027397
19-058389,2019-11,11/20/2019 22:15,Y, , ,1, , 43016,2,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,7046,DALE AVE,43, , ,7046,DALE,874791.9,1017034
19-058493,2019-11,11/20/2019 22:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,819,N KINGSHIGHWAY BLVD,51,ST. LOUIS KITCHEN, ,819,KINGSHIGHWAY,887750.6,1026917
19-058387,2019-11,11/20/2019 22:35,Y, , ,1, , 43201,4,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,BLAIR AVE / E GRAND BLVD,66, , , , ,903970.5,1033492
19-058387,2019-11,11/20/2019 22:35,Y, , ,1, , 43201,4,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE,0,BLAIR AVE / E GRAND BLVD,66, , , , ,903970.5,1033492
19-058392,2019-11,11/20/2019 22:41,Y, , ,1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3003,ARSENAL ST,25,HORIZON HOUSING DEVELOPMENT COMPANY, ,3003,ARSENAL,896741.1,1007897
19-058486,2019-11,11/20/2019 23:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3204,UTAH ST,30, , ,3204,UTAH,895421.6,1006069
19-058423,2019-11,11/20/2019 23:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1900,WASHINGTON AVE,36, , ,1900,WASHINGTON,903930.3,1019669
19-058492,2019-11,11/20/2019 23:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",1114,N SARAH ST,58, , ,1114,SARAH,894662,1025366
19-058391,2019-11,11/20/2019 23:00,Y, , ,1, , 91303,3,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1549,CASTLE LN,33, , ,1529,CASTLE,904092.8,1014542
19-058459,2019-11,11/20/2019 23:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3259,CALIFORNIA AVE,30, , ,3559,CALIFORNIA,897392.6,1005911
19-058397,2019-11,11/20/2019 23:07,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5332,GOODFELLOW BLVD,76, , ,5332,GOODFELLOW,888806.8,1046021
19-058394,2019-11,11/20/2019 23:11,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5201,WILSON AVE,12,MILO S BOCCE GARDEN, ,5201,WILSON,885068.3,1013231
19-058394,2019-11,11/20/2019 23:11,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5201,WILSON AVE,12,MILO S BOCCE GARDEN, ,5201,WILSON,885068.3,1013231
19-058396,2019-11,11/20/2019 23:20,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,0,IDAHO AVE / LOUGHBOROUGH AVE,1, , , , ,889259.4,991516.9
19-058445,2019-11,11/20/2019 23:29,Y, , ,1, , 44013,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",0,S GRAND BLVD / MCREE AVE,31, , ,5954,ROMAINE,894805.9,1014022
19-058454,2019-11,11/20/2019 23:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2637,WASHINGTON AVE,37, , ,2637,WASHINGTON,901858.3,1020306
19-058789,2019-11,11/20/2019 23:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N JEFFERSON AVE / WASHINGTON A,36, , , , ,902150.1,1020274
19-058435,2019-11,11/21/2019 00:01,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3240,TEXAS AVE,30, , ,3240,TEXAS,898564.9,1005885
19-058462,2019-11,11/21/2019 00:01,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3604,DELOR ST,16, ,APT 104,3604,DELOR,891506.3,997636.3
19-058398,2019-11,11/21/2019 00:01,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3110,KEOKUK ST,16, ,APT 1,3110,KEOKUK,895403.8,1002060
19-058451,2019-11,11/21/2019 00:01,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,999,UNKNOWN,68, , , , ,898762.7,1035109
19-058451,2019-11,11/21/2019 00:01,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,999,UNKNOWN,68, , , , ,898762.7,1035109
19-058515,2019-11,11/21/2019 00:02,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3835,MICHIGAN AVE,16, , ,3835,MICHIGAN,895177.3,1002485
19-058476,2019-11,11/21/2019 00:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,18,S KINGSHIGHWAY BLVD,38, , ,18,KINGSHIGHWAY,887316.6,1022062
19-058401,2019-11,11/21/2019 00:40,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,5231,LEXINGTON AVE,52, , ,5231,LEXINGTON,889266.5,1035557
19-058403,2019-11,11/21/2019 00:46,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5765,THEODORE AVE,72, , , , ,890452.3,1044015
19-058408,2019-11,11/21/2019 01:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,0,BINGHAM AVE / DEWEY AVE,16, , , , ,892290.5,1000525
19-058402,2019-11,11/21/2019 01:02,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",60,HAMPTON VILLAGE PLZ,7, , , , ,0,0
19-058405,2019-11,11/21/2019 01:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8715,ANNETTA ST,74, , ,8715,ANNETTA,894888.2,1049754
19-058404,2019-11,11/21/2019 01:33,Y, , ,1, , 31111,2,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1301,KENTUCKY AVE,39, , ,1301,KENTUCKY,890775.1,1016959
19-058406,2019-11,11/21/2019 02:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2157,PALM ST,65, , ,2157,PALM,904531.4,1028106
19-058820,2019-11,11/21/2019 02:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,W FLORISSANT AVE / E GRAND BLV,67, , , , ,902675.7,1032609
19-058489,2019-11,11/21/2019 02:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 7TH ST / PINE ST,35, , , , ,908335.3,1017522
19-058479,2019-11,11/21/2019 03:00,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1304,MADISON ST,63, , ,1304,MADISON,907695.4,1024305
19-058417,2019-11,11/21/2019 04:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5055,S GRAND BLVD,3, , , , ,891089.1,997158.5
19-058414,2019-11,11/21/2019 05:39,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CONDE ST / E WARNE AVE,66, , ,1901,WARNE,901868.8,1035642
19-058532,2019-11,11/21/2019 05:45,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,N KINGSHIGHWAY BLVD / LINDELL,38, , , , ,887402,1023458
19-058504,2019-11,11/21/2019 05:50,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,SPRUCE ST / S TUCKER BLVD,35, , , , ,906084.9,1016333
19-058418,2019-11,11/21/2019 06:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,DELMAR BLVD / N KINGSHIGHWAY B,38,WHITE CASTLE,ALIAS N KINGSHWY BLVD/DELMAR BLVD CI, , ,887772.9,1026200
19-058501,2019-11,11/21/2019 06:00,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,7009,LANSDOWNE AVE,9, , ,7009,LANSDOWNE,873604.6,1004452
19-058521,2019-11,11/21/2019 06:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 9TH ST / CLARK AVE,35, , , , ,907301,1016358
19-058537,2019-11,11/21/2019 06:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1502,PRESERVATION PL,61, , ,1502,PRESERVATION,906189.8,1022184
19-058453,2019-11,11/21/2019 06:25,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5121,DELMAR BLVD,51, , ,5121,DELMAR,886474.4,1026474
19-058421,2019-11,11/21/2019 06:36,Y, , ,1, , 52112,5,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,1901,N KINGSHIGHWAY BLVD,52,HAWTHORN SCHOOL FOR GIRLS, ,1901,KINGSHIGHWAY,888747.4,1031450
19-058510,2019-11,11/21/2019 06:50,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2054,WAVERLY PL,23, , ,2054,WAVERLY,901210.3,1011867
19-058424,2019-11,11/21/2019 06:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,CLARENDON AVE / PAGE BLVD,51, , , , ,886111.7,1029481
19-058556,2019-11,11/21/2019 07:20,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,7874,TENNESSEE PL,1,SOUTHWEST CROSSING,A,7874,TENNESSEE,886226.8,989410.4
19-058542,2019-11,11/21/2019 07:30,Y, , ,1, , 51121,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,3816,LOUISIANA AVE,16, , ,3816,LOUISIANA,894407.4,1002763
19-058553,2019-11,11/21/2019 08:00,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1825,N 20TH ST,60, ,APT A,1825,20TH,904582.8,1024571
19-058702,2019-11,11/21/2019 08:00,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4124,N 1ST ST,64, , ,4124,1ST,906815.7,1032520
19-058446,2019-11,11/21/2019 08:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5936,LOUGHBOROUGH AVE,8, , ,5936,LOUGHBOROUGH,878158.8,997916.3
19-058441,2019-11,11/21/2019 08:40,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,BLAIR AVE / E PRAIRIE AVE,66, , , , ,903257.5,1034519
19-058438,2019-11,11/21/2019 08:45,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,BLAIR AVE / N MARKET ST,63, , , , ,906687.3,1024940
19-058564,2019-11,11/21/2019 09:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1515,CLARK AVE,36, , ,1515,CLARK,904913.8,1017023
19-058452,2019-11,11/21/2019 09:25,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4763,GENEVIEVE AVE,72, ,WALNUT PARK WEST,4763,GENEVIEVE,889828.4,1041489
19-058467,2019-11,11/21/2019 10:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,504,N NEWSTEAD AVE,38, , ,504,NEWSTEAD,891159.6,1024529
19-058472,2019-11,11/21/2019 10:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4341,S BROADWAY,17, , ,4341,BROADWAY,896597.1,999006.9
19-058461,2019-11,11/21/2019 10:12,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5041,PAGE BLVD,51, , ,5041,PAGE,887698.6,1029384
19-058464,2019-11,11/21/2019 10:49,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,911,OLIVE ST,35,NINTH ST GARAGE, , , ,907715.6,1018136
19-058554,2019-11,11/21/2019 10:50,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3111,S GRAND BLVD,15, , ,3111,GRAND,893764.1,1008345
19-059306,2019-11,11/21/2019 11:12,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,2629,CHOUTEAU AVE,37,UNITED RENTALS,BUSINESS,2629,CHOUTEAU,900387.6,1015775
19-058466,2019-11,11/21/2019 11:15,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4849,DR MARTIN LUTHER KING DR,55, , ,4849,DR MARTIN LUTHER KING,889522.6,1029937
19-058488,2019-11,11/21/2019 11:30,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,0,S 14TH ST / LAFAYETTE AVE,33, , , , ,903795.8,1012356
19-059022,2019-11,11/21/2019 11:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N EUCLID AVE / LABADIE AVE,55, , ,4800,LABADIE,890865.9,1033134
19-058483,2019-11,11/21/2019 11:48,Y, , ,1, , 91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1199,RIVERVIEW BLVD,74,PHILLIPS 66, ,1199,RIVERVIEW,894567,1052209
19-058482,2019-11,11/21/2019 11:50,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1465,S GRAND BLVD,29,CARDINAL GLENNON CHILDREN S HOSPITA, ,1465,GRAND,894852.6,1015265
19-058480,2019-11,11/21/2019 11:56,Y, , ,1, , 63601,3,"LARCENY-SHOPLIFT $500 - $24,999",1530,LAFAYETTE AVE,33, ,WALGREENS,1530,LAFAYETTE,903270.1,1012207
19-058497,2019-11,11/21/2019 12:00,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,250,DE BALIVIERE AVE,47, ,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
19-058475,2019-11,11/21/2019 12:00,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35,TUMS, ,319,4TH,908625.1,1015638
19-058752,2019-11,11/21/2019 12:00,Y, , ,1, , 61701,1,LARCENY-PICKPOCKET UNDER $500,4141,OSCEOLA ST,5, , ,1915,OLIVE,888296.9,1002788
19-058526,2019-11,11/21/2019 12:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4709,ADKINS AVE,5, , ,4709,ADKINS,887767.8,1000571
19-058684,2019-11,11/21/2019 12:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4531,MCMILLAN AVE,54, , ,4531,MCMILLAN,890940.5,1026838
19-058495,2019-11,11/21/2019 12:45,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2800,N FLORISSANT AVE,63,NORTH FLORISSANT SHELL GAS STATION, , , ,905960.9,1025983
19-058499,2019-11,11/21/2019 13:15,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4818,HAMMETT PL,55, ,SOUTH ALLEY,4837,LEDUC,890386.9,1031023
19-058505,2019-11,11/21/2019 13:15,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4928,CHRISTY BLVD,5,ST. VINCENT DE PAUL, ,4928,CHRISTY,884727.1,1002082
19-060049,2019-11,11/21/2019 13:15,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,2800,SEMPLE AVE,50, , ,2800,SEMPLE,886737.1,1034443
19-058647,2019-11,11/21/2019 13:40,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,302,SCHIRMER ST,2, , ,302,SCHIRMER,888673.6,988413.3
19-058648,2019-11,11/21/2019 14:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4085,BINGHAM AVE,16, , ,4085,BINGHAM,889578.6,1002414
19-058624,2019-11,11/21/2019 14:15,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1101,SIDNEY ST,21, , ,1101,SIDNEY,902777.7,1008174
19-058528,2019-11,11/21/2019 14:26,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",1192,RIVERVIEW BLVD,74,IMOS, ,1192,RIVERVIEW,894537.6,1051914
19-058707,2019-11,11/21/2019 14:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4020,SCHILLER PL,5, , ,4020,SCHILLER,888031.8,998301.5
19-058514,2019-11,11/21/2019 14:40,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,CALIFORNIA AVE / MERAMEC ST,16, , , , ,896637.3,1000045
19-058522,2019-11,11/21/2019 14:50,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1918,N 14TH ST,63, , ,1918,14TH,907592,1023634
19-058520,2019-11,11/21/2019 15:00,Y, , ,1, , 92000,2,SIMPLE ASSAULT-HARRASSMENT,3157,SUBLETTE AVE,13, ,@SOUTH PATROL DIVISION, ,70,882564.6,1008801
19-058699,2019-11,11/21/2019 15:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4508,SHENANDOAH AVE,13, , ,4508,SHENANDOAH,887964.3,1011729
19-058530,2019-11,11/21/2019 15:00,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,725,N 23RD ST,36,STORE SPACE STORAGE,STORAGE FACILITY,725,23RD,902495.8,1020449
19-058657,2019-11,11/21/2019 15:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,922,NASSAU DR,74, ,PARKED ON NASSAU,922,NASSAU,896324.1,1052212
19-058523,2019-11,11/21/2019 15:09,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4146,S GRAND BLVD,16, ,REAR, , ,893408.3,1000647
19-058950,2019-11,11/21/2019 15:20,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5721,GOENER AVE,5, , ,5721,GOENER,885069,998981.9
19-058627,2019-11,11/21/2019 16:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,99,NORTH BROADWAY,35,KIENER PLAZA, , , ,0,0
19-058592,2019-11,11/21/2019 16:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3761,MERAMEC ST,16, ,APT 2N,3761,MERAMEC,892275.9,1001225
19-058538,2019-11,11/21/2019 16:00,Y, , ,1, , 38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1192,RIVERVIEW BLVD,74, , ,1192,RIVERVIEW,894537.6,1051914
19-058618,2019-11,11/21/2019 16:08,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5110,N BROADWAY,64,SAVEWAY FOOD COMPANY, ,5110,BROADWAY,903883.1,1035759
19-058673,2019-11,11/21/2019 16:54,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,169,E GRAND BLVD,64, , ,169,GRAND,905629.8,1035403
19-058730,2019-11,11/21/2019 17:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4316,MCREE AVE,28, , ,4316,MCREE,889700.6,1014482
19-058614,2019-11,11/21/2019 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3900,N KINGSHIGHWAY BLVD,69, ,#1137002,3900,KINGSHIGHWAY,891439.1,1035631
19-058891,2019-11,11/21/2019 17:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , , , ,0,0
19-058563,2019-11,11/21/2019 17:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4235,S COMPTON AVE,16, ,@SCHOOL - CONFLUENCE ACADEMY SOUTH C,4235,COMPTON,894424.6,999868.7
19-058541,2019-11,11/21/2019 17:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 64 WESTBOUND / S JEFFERSON A,36, , , , ,900840.2,1017467
19-058549,2019-11,11/21/2019 17:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8304,N BROADWAY,74, , ,8614,DRURY,897254.8,1048447
19-058660,2019-11,11/21/2019 17:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4931,LINDELL BLVD,38, , ,222,EUCLID,887955.4,1023373
19-058593,2019-11,11/21/2019 17:30,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4371,COOK AVE,58,CITY HOPE STL, ,4371,COOK,892524,1026871
19-058550,2019-11,11/21/2019 17:50,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3221,S GRAND BLVD,15,CAFE MOCHI, ,3221,GRAND,893737.7,1006894
19-058561,2019-11,11/21/2019 18:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,CHEROKEE ST / MINNESOTA AVE,19, , , , ,896140.9,1005499
19-058570,2019-11,11/21/2019 18:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3347,BELT AVE,50, , ,3347,BELT,887174.5,1036507
19-058632,2019-11,11/21/2019 18:15,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3214,PENNSYLVANIA AVE,30, , ,3214,PEN%,896669,1006445
19-058559,2019-11,11/21/2019 18:30,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,6124,N BROADWAY,79, ,MCDONALDS,6124,BROADWAY,900558.8,1038456
19-058571,2019-11,11/21/2019 18:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,GRAVOIS AVE / TAFT AVE,5, , , , ,888206.3,1002018
19-058675,2019-11,11/21/2019 18:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,GRAVOIS AVE / MERAMEC ST,16, , , , ,889337.4,1003165
19-058552,2019-11,11/21/2019 18:38,Y, , ,1, ,250000,5,LOITERING-BEGGING,300,N EUCLID AVE,38,CULPEPPERS, , , ,888454.8,1023811
19-058583,2019-11,11/21/2019 18:40,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,202,N 20TH ST,36,KEIL PARKING GARAGE, ,202,20TH,903448.5,1018878
19-059019,2019-11,11/21/2019 18:45,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4051,BINGHAM AVE,16, , ,4051,BINGHAM,889809,1002257
19-058567,2019-11,11/21/2019 19:15,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1300,LOCUST ST,36, , ,1210,LOCUST,906292.4,1018750
19-058566,2019-11,11/21/2019 19:20,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5600,ROOSEVELT PL,50, , , , ,885729.4,1035527
19-058572,2019-11,11/21/2019 19:22,Y, , ,1, ,266510,2,PUBLIC ORDER-TRESPASSING,5055,ARSENAL ST,13,SCHNICKS GROCERY STORE,@SCHNUCKS - ARSENAL,5055,ARSENAL,884765.6,1009623
19-058584,2019-11,11/21/2019 19:50,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4176,RUSSELL AVE,27, , ,4100,RUSSELL,890590.4,1012675
19-058712,2019-11,11/21/2019 20:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",3618,PENROSE ST,67, , ,3618,PENROSE,901952.2,1031759
19-058587,2019-11,11/21/2019 20:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4717,MORGANFORD RD,5, , ,4717,MORGANFORD,886792.4,1001145
19-058578,2019-11,11/21/2019 20:50,Y, , ,1, , 38112,2,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,2057,ALFRED AVE,13, ,APT A,2057,ALFRED,888238,1012359
19-058628,2019-11,11/21/2019 21:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,5209,JAMIESON AVE,8, , ,5209,JAMIESON,875203.6,1001832
19-058678,2019-11,11/21/2019 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,ARLINGTON AVE / RIDGE AVE,78, , , , ,885172.3,1030986
19-058582,2019-11,11/21/2019 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,7450,HAMPTON AVE,6, ,@SCHNUCKS - HAMPTON AND GRAVOIS - PA, , ,879164.2,994830.9
19-058687,2019-11,11/21/2019 21:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3721,WESTMINSTER PL,77, , ,3721,WESTMINSTER,895487.7,1021686
19-058585,2019-11,11/21/2019 21:24,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2236,MONTANA ST,18, , , , ,898726.9,1000713
19-058718,2019-11,11/21/2019 22:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2700,ALLEN AVE,24, , ,2700,ALLEN,899063.8,1011872
19-059026,2019-11,11/21/2019 22:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1531,PINE ST,36, ,APT 509,1531,PINE,905381.8,1018367
19-058642,2019-11,11/21/2019 22:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3609,EICHELBERGER ST,3, , ,154,TRUDEAU,890805.8,996790.8
19-058616,2019-11,11/21/2019 22:00,Y, , ,1, , 72130,2,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,5638,BOTANICAL AVE,12, , ,5638,BOTANICAL,882130.2,1011923
19-058599,2019-11,11/21/2019 22:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3936,COOK AVE,58, , ,3868,DR MARTIN LUTHER KING,895577.4,1024907
